t,x,y,vx,vy,theta_x,theta_y,dist_x,dist_y
4.299999999999999822e+00,6.603677932222718578e-04,-2.677874193377223857e-04,-1.041315885505757384e-03,5.793180833509488307e-10,-2.956515330607964454e-03,2.140674077730083183e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.350000000000000533e+00,6.139579504786337773e-04,-2.677873935184566607e-04,-8.155481798278096852e-04,4.537142248014329988e-10,-3.089042424743744693e-03,2.140674151463860947e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.400000000000000355e+00,5.776102651240637561e-04,-2.677873732971508026e-04,-6.387276153876798998e-04,3.553429526346070034e-10,-3.192840102650733140e-03,2.140674209211172220e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.450000000000000178e+00,5.491432054143790664e-04,-2.677873574600927379e-04,-5.002432858234148912e-04,2.782998790500298989e-10,-3.274134594148549095e-03,2.140674254438098157e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.500000000000000000e+00,5.268481742619235842e-04,-2.677873450567192708e-04,-3.917839202654629406e-04,2.179607668855327559e-10,-3.337803915495307465e-03,2.140674289859229029e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.549999999999999822e+00,5.093870029991371057e-04,-2.677873353425620035e-04,-3.068398992895389889e-04,1.707039765787958881e-10,-3.387669083180015230e-03,2.140674317600585984e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.600000000000000533e+00,4.957116492234097576e-04,-2.677873277345631372e-04,-2.403128515829251743e-04,1.336930860459222406e-10,-3.426722891001602461e-03,2.140674339327248120e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.650000000000000355e+00,4.850012977834343452e-04,-2.677873217760795392e-04,-1.882097555639265015e-04,1.047066481576555680e-10,-3.457309337343247076e-03,2.140674356343282535e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.700000000000000178e+00,4.766130964195254387e-04,-2.677873171094743293e-04,-1.474033135341647476e-04,8.200485559957625037e-11,-3.481264240928036609e-03,2.140674369670015047e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.750000000000000000e+00,4.700435715943455440e-04,-2.677873134546511404e-04,-1.154442617088273807e-04,6.422511362689370080e-11,-3.500025401966322999e-03,2.140674380107332724e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.800000000000000711e+00,4.648984095265088347e-04,-2.677873105922421544e-04,-9.041436730548423756e-05,5.030025565880973918e-11,-3.514718890809469167e-03,2.140674388281700591e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.850000000000000533e+00,4.608687889660525029e-04,-2.677873083504414965e-04,-7.081129538438112265e-05,3.939449138972566766e-11,-3.526226632451331250e-03,2.140674394683760896e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.900000000000000355e+00,4.577128452904608209e-04,-2.677873065946930094e-04,-5.545843718224079068e-05,3.085324254726896765e-11,-3.535239339445645553e-03,2.140674399697765299e-03,2.500000000000000139e-02,-1.499999999999999944e-02
4.950000000000000178e+00,4.552411534139055491e-04,-2.677873052196141392e-04,-4.343428851995301005e-05,2.416384932389427146e-11,-3.542297968888856105e-03,2.140674403624668806e-03,2.500000000000000139e-02,-1.499999999999999944e-02
5.000000000000000000e+00,4.533053581893679612e-04,-2.677873041426706460e-04,-3.401713978008736959e-05,1.892480554754188203e-11,-3.547826191225322487e-03,2.140674406700168730e-03,2.500000000000000139e-02,-3.150000000000000022e-01
5.050000000000000711e+00,4.517892698898167878e-04,-6.412296861117227709e-04,-2.664175778370079048e-05,-1.490663938947521701e-02,-3.552155802717110646e-03,3.837188415792859575e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.100000000000000533e+00,4.506018904544356282e-04,-1.439418745037077639e-03,-2.086545375692742900e-05,-1.701652730975227595e-02,-3.555546726228962524e-03,4.945819063308094787e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.150000000000000355e+00,4.496719513198984652e-04,-2.245838493447550183e-03,-1.634153657627924629e-05,-1.524395553322203771e-02,-3.558202451575773629e-03,5.195127203651633829e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.200000000000000178e+00,4.489436356495358159e-04,-2.942463214777672840e-03,-1.279847172066036156e-05,-1.262648645246242617e-02,-3.560282348933484220e-03,5.168242397409859856e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.250000000000000000e+00,4.483732287254157890e-04,-3.511370936026117929e-03,-1.002358633158577042e-05,-1.013501303552787579e-02,-3.561911322194525470e-03,5.067354685391560476e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.300000000000000711e+00,4.479264938150316383e-04,-3.965268793837252101e-03,-7.850337744695384985e-06,-8.025296577486474778e-03,-3.563187097154454832e-03,4.959673040658045540e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.350000000000000533e+00,4.475766170781764110e-04,-4.323718156600866655e-03,-6.148277734618922720e-06,-6.316238517625930027e-03,-3.564186269343147615e-03,4.865048114397849816e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.400000000000000355e+00,4.473025983862506595e-04,-4.605490225450251628e-03,-4.815247126127654780e-06,-4.957475030934895520e-03,-3.564968808288338561e-03,4.787253129575290422e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.450000000000000178e+00,4.470879906935469844e-04,-4.826524772863960769e-03,-3.771235634636113145e-06,-3.886138845426579357e-03,-3.565581682416193825e-03,4.725009159856945196e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.500000000000000000e+00,4.469199128875075522e-04,-4.999749032880989111e-03,-2.953580078474785181e-06,-3.044584815931152856e-03,-3.566061677158396774e-03,4.675793714236498727e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.550000000000000711e+00,4.467882766531220610e-04,-5.135445583702802005e-03,-2.313203432547359781e-06,-2.384652094903353531e-03,-3.566437602505851626e-03,4.637085427208768873e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.600000000000000533e+00,4.466851809588573245e-04,-5.241723559676226586e-03,-1.811669214772045415e-06,-1.867544266213583357e-03,-3.566732022100625992e-03,4.606714018206697209e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.650000000000000355e+00,4.466044378245926294e-04,-5.324953400579533411e-03,-1.418874488949670339e-06,-1.462493237354460128e-03,-3.566962607496655321e-03,4.582909841676981177e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.700000000000000178e+00,4.465412009089408571e-04,-5.390130881805603284e-03,-1.111243044414730963e-06,-1.145266908586589248e-03,-3.567143198819511252e-03,4.564262060606177202e-02,2.500000000000000139e-02,-3.150000000000000022e-01
5.750000000000000000e+00,4.464916746237042084e-04,-5.441170628639620775e-03,-8.703103148557860699e-07,-8.968405265602594646e-04,-3.567284635468267844e-03,4.549656955496682309e-02,2.500000000000000139e-02,-1.499999999999999944e-02
5.800000000000000711e+00,4.464528863162227400e-04,-5.107696599019516392e-03,-6.816151046061636829e-07,1.420434050276564268e-02,-3.567395406283559427e-03,9.150983089249643820e-03,2.500000000000000139e-02,-1.499999999999999944e-02
5.850000000000000533e+00,4.464225078494256285e-04,-4.340753345149619968e-03,-5.338314539430005490e-07,1.646867223206590486e-02,-3.567482161595178936e-03,-2.029848067721625945e-03,2.500000000000000139e-02,-1.499999999999999944e-02
5.900000000000000355e+00,4.463987158521209929e-04,-3.558822369373064367e-03,-4.180895703449167218e-07,1.481201820705213730e-02,-3.567550106293961108e-03,-4.585847678029830732e-03,2.500000000000000139e-02,-1.499999999999999944e-02
5.950000000000000178e+00,4.463800822828293863e-04,-2.881503239731077540e-03,-3.274420528032910060e-07,1.228600956601197391e-02,-3.567603319555066356e-03,-4.366653745546383164e-03,2.500000000000000139e-02,-1.499999999999999944e-02
6.000000000000000000e+00,4.463654887275057305e-04,-2.327786532997786623e-03,-2.564480662324144280e-07,9.867696921087621559e-03,-3.567644995871910567e-03,-3.399522268498415649e-03,2.500000000000000139e-02,-1.499999999999999944e-02
6.050000000000000711e+00,4.463540592567184990e-04,-1.885797088896528631e-03,-2.008466031658894581e-07,7.816154945096199722e-03,-3.567677636085001078e-03,-2.357250452673920887e-03,2.500000000000000139e-02,-1.499999999999999944e-02
6.100000000000000533e+00,4.463451078518152707e-04,-1.536655072742617104e-03,-1.573003155928075921e-07,6.152990672311091022e-03,-3.567703199514993262e-03,-1.438947454580067481e-03,2.500000000000000139e-02,-1.499999999999999944e-02
